C-SDB_TIT-0,C-W96-0,C-SDB_BBTR-0,F-ANK,F-UEB
201905,W96-9,70,2663,9435
201905,W96-9,81,35188,78419
201905,W96-9,60,5466,16524
201905,W96-9,86,15566,55681
201906,W96-9,1,380042,798902
201906,W96-9,2,187993,419985
201906,W96-9,3,51019,110660
201906,W96-9,4,26268,77217
201906,W96-9,70,5436,18036
201906,W96-9,81,34700,77418
201906,W96-9,60,5432,16195
201906,W96-9,86,16217,56503
201907,W96-9,1,391836,843867
201907,W96-9,2,202837,438984
201907,W96-9,3,49391,113726
201907,W96-9,4,25815,81039
201907,W96-9,70,8165,22507
201907,W96-9,81,38601,85308
201907,W96-9,60,5404,16835
201907,W96-9,86,16250,58911
201908,W96-9,1,407995,921760
201908,W96-9,2,215547,478125
201908,W96-9,3,62417,132807
201908,W96-9,4,29386,90158
201908,W96-9,70,11797,31315
201908,W96-9,81,38361,79823
201908,W96-9,60,5903,17994
201908,W96-9,86,19014,66729
201909,W96-9,1,366727,772335
201909,W96-9,2,186126,410417
201909,W96-9,3,48444,109945
201909,W96-9,4,20354,60181
201909,W96-9,70,3286,11456
201909,W96-9,81,31471,74281
201909,W96-9,60,4480,14103
201909,W96-9,86,14610,54330
201910,W96-9,1,401015,828555
201910,W96-9,2,187348,407426
201910,W96-9,3,46284,101372
201910,W96-9,4,25585,77517
201910,W96-9,70,903,3645
201910,W96-9,81,32134,76109
201910,W96-9,60,4418,14410
201910,W96-9,86,14993,55038
201911,W96-9,1,362991,734921
201911,W96-9,2,172046,362870
201911,W96-9,3,44959,92619
201911,W96-9,4,21659,62304
201911,W96-9,70,178,1437
201911,W96-9,81,28275,60816
201911,W96-9,60,3592,11261
201911,W96-9,86,12730,44065
201912,W96-9,1,416371,923355
201912,W96-9,2,193066,435599
201912,W96-9,3,55033,116889
201912,W96-9,4,29443,85973
201912,W96-9,70,496,2205
201912,W96-9,81,33180,73599
201912,W96-9,60,5145,15630
201912,W96-9,86,18494,63551
202001,W96-9,1,300214,615946
202001,W96-9,2,130233,281778
202001,W96-9,3,36664,76383
202001,W96-9,4,18919,58029
202001,W96-9,70,66,1036
202001,W96-9,81,23440,52471
202001,W96-9,60,2552,8426
202001,W96-9,86,10448,38809
202002,W96-9,1,260431,540394
202002,W96-9,2,120723,256655
202002,W96-9,3,36537,78355
202002,W96-9,4,14642,45690
202002,W96-9,70,68,521
202002,W96-9,81,23535,55853
202002,W96-9,60,1975,6562
202002,W96-9,86,10389,39686
202003,W96-9,1,81357,178988
202003,W96-9,2,42513,96976
202003,W96-9,3,14186,33659
202003,W96-9,4,7621,27690
202003,W96-9,81,7799,18750
202003,W96-9,60,812,3115
202003,W96-9,86,4281,18240
202004,W96-9,1,1894,10123
202004,W96-9,2,2549,10299
202004,W96-9,3,474,1651
202004,W96-9,4,662,4152
202004,W96-9,81,5,19
202004,W96-9,60,39,423
202004,W96-9,86,164,2334
202005,W96-9,1,5978,14723
202005,W96-9,2,5410,13028
202005,W96-9,3,1123,3838
202005,W96-9,4,1246,5788
202005,W96-9,81,206,344
202005,W96-9,60,87,574
202005,W96-9,86,297,3246
202006,W96-9,1,42573,84076
202006,W96-9,2,32189,64059
202006,W96-9,3,7985,14714
202006,W96-9,4,3638,12463
202006,W96-9,70,333,1220
202006,W96-9,81,1136,1987
202006,W96-9,60,376,1344
202006,W96-9,86,1772,8770
202007,W96-9,1,97021,213211
202007,W96-9,2,58085,128676
202007,W96-9,3,18332,37690
202007,W96-9,4,8825,31680
202007,W96-9,70,3216,9386
202007,W96-9,81,6940,13374
202007,W96-9,60,1055,4315
202007,W96-9,86,5273,23219
202008,W96-9,1,116472,262359
202008,W96-9,2,63455,141620
202008,W96-9,3,15876,33170
202008,W96-9,4,9717,37019
202008,W96-9,70,3623,11106
202008,W96-9,81,10863,22309
202008,W96-9,60,1168,4891
202008,W96-9,86,5724,25474
202009,W96-9,1,83024,177114
202009,W96-9,2,48235,107960
202009,W96-9,3,11423,25791
202009,W96-9,4,7297,30403
202009,W96-9,70,1221,4491
202009,W96-9,81,5942,13141
202009,W96-9,60,811,3526
202009,W96-9,86,3634,19220
202010,W96-9,1,56476,115680
202010,W96-9,2,31541,67776
202010,W96-9,3,6858,16209
202010,W96-9,4,5672,24929
202010,W96-9,70,124,419
202010,W96-9,81,2561,5600
202010,W96-9,60,562,3027
202010,W96-9,86,1832,13006
202011,W96-9,1,15773,37912
202011,W96-9,2,10117,28827
202011,W96-9,3,2000,6691
202011,W96-9,4,1897,11122
202011,W96-9,81,283,1065
202011,W96-9,60,111,1267
202011,W96-9,86,603,5248
202012,W96-9,1,13483,33429
202012,W96-9,2,7693,26171
202012,W96-9,3,688,2362
202012,W96-9,4,1457,9202
202012,W96-9,81,275,1292
202012,W96-9,60,80,612
202012,W96-9,86,429,3314
202101,W96-9,1,10093,25472
202101,W96-9,2,6408,18386
202101,W96-9,3,545,1780
202101,W96-9,4,1241,8728
202101,W96-9,81,206,1088
202101,W96-9,60,58,484
202101,W96-9,86,305,2763
202102,W96-9,1,12715,28250
202102,W96-9,2,8131,21726
202102,W96-9,3,1021,3336
202102,W96-9,4,1691,9794
202102,W96-9,81,432,1588
202102,W96-9,60,73,628
202102,W96-9,86,473,4370
202103,W96-9,1,17270,39082
202103,W96-9,2,10930,28452
202103,W96-9,3,1478,5127
202103,W96-9,4,1710,10702
202103,W96-9,81,352,1496
202103,W96-9,60,73,510
202103,W96-9,86,498,3676
202104,W96-9,1,13905,33239
202104,W96-9,2,7668,20805
202104,W96-9,3,2284,6795
202104,W96-9,4,2451,16231
202104,W96-9,81,249,1143
202104,W96-9,60,61,572
202104,W96-9,86,457,3548
202105,W96-9,1,37934,77541
202105,W96-9,2,19886,42063
202105,W96-9,3,3116,6545
202105,W96-9,4,3672,18202
202105,W96-9,70,359,1729
202105,W96-9,81,324,1090
202105,W96-9,60,141,579
202105,W96-9,86,953,5513
202106,W96-9,1,83248,176674
202106,W96-9,2,46447,97503
202106,W96-9,3,10625,21859
202106,W96-9,4,8743,34915
202106,W96-9,70,524,1478
202106,W96-9,81,3586,6915
202106,W96-9,60,696,2859
202106,W96-9,86,3646,18736
202107,W96-9,1,133449,294114
202107,W96-9,2,71029,149442
202107,W96-9,3,24214,49799
202107,W96-9,4,10223,37817
202107,W96-9,70,3394,8137
202107,W96-9,81,12924,25470
202107,W96-9,60,1449,5438
202107,W96-9,86,6892,31445
202108,W96-9,1,195131,463928
202108,W96-9,2,99859,217548
202108,W96-9,3,41664,81840
202108,W96-9,4,18238,66292
202108,W96-9,70,5220,13087
202108,W96-9,81,14572,32226
202108,W96-9,60,2136,8251
202108,W96-9,86,9186,39432
202109,W96-9,1,189277,427161
202109,W96-9,2,100279,221661
202109,W96-9,3,32419,68235
202109,W96-9,4,16369,57574
202109,W96-9,70,2674,7231
202109,W96-9,81,15228,35806
202109,W96-9,60,1883,7313
202109,W96-9,86,7856,34298
202110,W96-9,1,211052,480896
202110,W96-9,2,109663,257656
202110,W96-9,3,32634,68955
202110,W96-9,4,18538,67971
202110,W96-9,70,712,2312
202110,W96-9,81,16683,37176
202110,W96-9,60,1747,6537
202110,W96-9,86,7137,30346
202111,W96-9,1,119464,274893
202111,W96-9,2,62343,155153
202111,W96-9,3,14221,33295
202111,W96-9,4,10851,43436
202111,W96-9,81,9173,21649
202111,W96-9,60,959,3270
202111,W96-9,86,3748,16328
202112,W96-9,1,63953,150847
202112,W96-9,2,30167,81827
202112,W96-9,3,7888,17461
202112,W96-9,4,6180,25888
202112,W96-9,81,3582,7967
202112,W96-9,60,890,2704
202112,W96-9,86,2901,12662
202201,W96-9,1,67415,148296
202201,W96-9,2,34245,85155
202201,W96-9,3,9915,21396
202201,W96-9,4,7076,29110
202201,W96-9,81,3799,8199
202201,W96-9,60,940,3156
202201,W96-9,86,3550,17009
202202,W96-9,1,95721,196516
202202,W96-9,2,49432,108385
202202,W96-9,3,14049,28997
202202,W96-9,4,9572,39255
202202,W96-9,70,34,177
202202,W96-9,81,5654,11852
202202,W96-9,60,1242,4563
202202,W96-9,86,5913,24056
202203,W96-9,1,156828,347654
202203,W96-9,2,78170,177672
202203,W96-9,3,22107,46644
202203,W96-9,4,15652,63981
202203,W96-9,70,159,552
202203,W96-9,81,12140,29557
202203,W96-9,60,1667,6159
202203,W96-9,86,6888,30392
202204,W96-9,1,217244,509976
202204,W96-9,2,122197,288471
202204,W96-9,3,32368,73937
202204,W96-9,4,20034,77966
202204,W96-9,70,1742,5031
202204,W96-9,81,20026,50532
202204,W96-9,60,2186,7989
202204,W96-9,86,10020,40617
202205,W96-9,1,267270,612467
202205,W96-9,2,138757,325915
202205,W96-9,3,34618,76776
202205,W96-9,4,22984,84929
202205,W96-9,70,2588,7454
202205,W96-9,81,25072,59681
202205,W96-9,60,2390,7796
202205,W96-9,86,10261,41052
202206,W96-9,1,273614,609578
202206,W96-9,2,149890,346455
202206,W96-9,3,49411,102479
202206,W96-9,4,26433,92519
202206,W96-9,70,4258,11156
202206,W96-9,81,29789,67833
202206,W96-9,60,3020,9781
202206,W96-9,86,12046,46885
202207,W96-9,1,301510,685509
202207,W96-9,2,157916,352246
202207,W96-9,3,58886,119054
202207,W96-9,4,30704,106926
202207,W96-9,70,6626,16258
202207,W96-9,81,34518,70310
202207,W96-9,60,3161,11056
202207,W96-9,86,14093,53393
202208,W96-9,1,295516,707674
202208,W96-9,2,157035,350510
202208,W96-9,3,56752,119681
202208,W96-9,4,31963,112317
202208,W96-9,70,8495,20001
202208,W96-9,81,35410,72698
202208,W96-9,60,3136,11232
202208,W96-9,86,11587,47149
202209,W96-9,1,297281,658797
202209,W96-9,2,156619,340956
202209,W96-9,3,50987,102179
202209,W96-9,4,28831,98612
202209,W96-9,70,924,3276
202209,W96-9,81,29296,64190
202209,W96-9,60,2849,10237
202209,W96-9,86,10011,40204
202210,W96-9,1,290221,659493
202210,W96-9,2,158972,364659
202210,W96-9,3,48019,100345
202210,W96-9,4,30844,107878
202210,W96-9,70,1,1
202210,W96-9,81,26294,57598
202210,W96-9,60,2927,10472
202210,W96-9,86,11595,46266
202211,W96-9,1,268711,571961
202211,W96-9,2,147906,324407
202211,W96-9,3,40463,80188
202211,W96-9,4,28120,93822
202211,W96-9,81,22309,45019
202211,W96-9,60,2501,8446
202211,W96-9,86,9765,36781
202212,W96-9,1,328943,778671
202212,W96-9,2,175818,400112
202212,W96-9,3,54503,116260
202212,W96-9,4,38463,119296
202212,W96-9,70,370,1083
202212,W96-9,81,27299,55614
202212,W96-9,60,3742,12006
202212,W96-9,86,14855,53815
202301,W96-9,1,211222,474251
202301,W96-9,2,104653,236776
202301,W96-9,3,29739,63231
202301,W96-9,4,24021,81531
202301,W96-9,81,17175,36352
202301,W96-9,60,1871,6841
202301,W96-9,86,7333,29789
202302,W96-9,1,198902,433121
202302,W96-9,2,106293,230210
202302,W96-9,3,31900,65153
202302,W96-9,4,24003,82294
202302,W96-9,70,163,548
202302,W96-9,81,18128,38635
202302,W96-9,60,1910,6835
202302,W96-9,86,7575,30690
202303,W96-9,1,257431,562136
202303,W96-9,2,136965,297751
202303,W96-9,3,43211,94632
202303,W96-9,4,26743,94449
202303,W96-9,70,218,595
202303,W96-9,81,20755,48550
202303,W96-9,60,2376,8362
202303,W96-9,86,9003,37928
202304,W96-9,1,313166,742297
202304,W96-9,2,161364,384093
202304,W96-9,3,59029,123921
202304,W96-9,4,39188,135349
202304,W96-9,70,3111,8669
202304,W96-9,81,26948,61469
202304,W96-9,60,3663,13078
202304,W96-9,86,14012,56125
202305,W96-9,1,318458,714303
202305,W96-9,2,166355,388310
202305,W96-9,3,56065,118149
202305,W96-9,4,39195,132049
202305,W96-9,70,4239,11699
202305,W96-9,81,27835,61037
202305,W96-9,60,3811,13281
202305,W96-9,86,13500,53644
202306,W96-9,1,331984,725962
202306,W96-9,2,178019,393348
202306,W96-9,3,55487,116953
202306,W96-9,4,45180,144471
202306,W96-9,70,5720,14838
202306,W96-9,81,29401,62902
202306,W96-9,60,3661,12697
202306,W96-9,86,14938,56268
202307,W96-9,1,361743,814970
202307,W96-9,2,192922,417411
202307,W96-9,3,70190,140971
202307,W96-9,4,57077,177889
202307,W96-9,70,9845,21825
202307,W96-9,81,30429,66050
202307,W96-9,60,4954,17193
202307,W96-9,86,19108,72035
202308,W96-9,1,343249,806270
202308,W96-9,2,180714,422529
202308,W96-9,3,67453,139329
202308,W96-9,4,57123,183952
202308,W96-9,70,9977,24777
202308,W96-9,81,30078,62743
202308,W96-9,60,4343,15669
202308,W96-9,86,18067,73758
202309,W96-9,1,341196,752596
202309,W96-9,2,182224,409068
202309,W96-9,3,61973,129442
202309,W96-9,4,48896,156480
202309,W96-9,70,4935,14433
202309,W96-9,81,26585,57873
202309,W96-9,60,3852,13785
202309,W96-9,86,14962,59553
202310,W96-9,1,339301,738520
202310,W96-9,2,174197,385880
202310,W96-9,3,62263,128331
202310,W96-9,4,45478,154014
202310,W96-9,70,2336,6838
202310,W96-9,81,25115,57351
202310,W96-9,60,3509,12828
202310,W96-9,86,12950,55527
202311,W96-9,1,321852,675434
202311,W96-9,2,165651,337827
202311,W96-9,3,54685,109990
202311,W96-9,4,46701,145558
202311,W96-9,81,21169,45814
202311,W96-9,60,2842,10006
202311,W96-9,86,11586,45926
202312,W96-9,1,389790,891122
202312,W96-9,2,200471,447743
202312,W96-9,3,66204,138540
202312,W96-9,4,57979,171261
202312,W96-9,81,29248,61195
202312,W96-9,60,4598,15132
202312,W96-9,86,18284,70116
202401,W96-9,1,233204,503442
202401,W96-9,2,114356,239537
202401,W96-9,3,37905,78379
202401,W96-9,4,31743,106797
202401,W96-9,81,15338,30984
202401,W96-9,60,1688,6562
202401,W96-9,86,7422,32671
